8,Wartortle,Water,,59,63,80,65,80,58,405,67.5,9.142392101,1,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,22.5,22.5
9,Blastoise,Water,,79,83,100,85,105,78,530,88.33333333,10.38695763,1,Medium Slow,1059860,1,45,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.6,85.5,33.4
9,Mega Blastoise,Water,,79,103,120,135,115,78,630,105,20.95232684,6,Medium Slow,1059860,1,45,0,1,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.6,101.1,39.5
10,Caterpie,Bug,,45,30,35,20,20,45,195,32.5,10.30776406,1,Medium Fast,1000000,0,255,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.3,2.9,32.2
11,Metapod,Bug,,50,20,55,25,25,30,205,34.16666667,13.35934962,1,Medium Fast,1000000,0,120,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.7,9.9,20.2
12,Butterfree,Bug,Flying,60,45,50,90,80,70,395,65.83333333,15.92081098,1,Medium Fast,1000000,1,45,0,0,0,0,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,1.1,32,26.4
13,Weedle,Bug,Poison,40,35,30,20,20,50,195,32.5,10.70436048,1,Medium Fast,1000000,0,255,0,0,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.3,3.2,35.6
14,Kakuna,Bug,Poison,45,25,50,25,25,35,205,34.16666667,10.17212968,1,Medium Fast,1000000,0,120,0,0,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.6,10,27.8
15,Beedrill,Bug,Poison,65,90,40,45,80,75,395,65.83333333,18.12380264,1,Medium Fast,1000000,1,45,0,0,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1,29.5,29.5
15,Mega Beedrill,Bug,Poison,65,150,40,15,80,145,495,82.5,50.22864389,6,Medium Fast,1000000,1,45,0,1,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.4,40.5,20.7
16,Pidgey,Normal,Flying,40,45,40,35,35,56,251,41.83333333,7.197607627,1,Medium Slow,1059860,0,255,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.3,1.8,20
17,Pidgeotto,Normal,Flying,63,60,55,50,50,71,349,58.16666667,7.47031161,1,Medium Slow,1059860,0,120,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.1,30,24.8
18,Pidgeot,Normal,Flying,83,80,75,70,70,101,479,79.83333333,10.60529218,1,Medium Slow,1059860,1,45,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.5,39.5,17.6
18,Mega Pidgeot,Normal,Flying,83,80,80,135,80,121,579,96.5,22.66237705,6,Medium Slow,1059860,1,45,0,1,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,2.2,50.5,10.4
19,Rattata,Normal,,30,56,35,25,35,72,253,42.16666667,16.46629554,1,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,3.5,38.9
19,Alolan Rattata,Dark,Normal,30,56,35,25,35,72,253,42.16666667,16.46629554,7,Medium Fast,1000000,0,255,0,0,1,0,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2,0.3,3.8,42.2
20,Raticate,Normal,,55,81,60,50,70,97,413,68.83333333,16.15979235,1,Medium Fast,1000000,1,127,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.7,18.5,37.8
20,Alolan Raticate,Dark,Normal,75,71,70,40,80,77,413,68.83333333,13.33437496,7,Medium Fast,1000000,1,127,0,0,1,0,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2,0.7,25.5,52
21,Spearow,Normal,Flying,40,60,30,31,31,70,262,43.66666667,15.71269833,1,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.3,2,22.2
22,Fearow,Normal,Flying,65,90,65,61,61,100,442,73.66666667,15.44524378,1,Medium Fast,1000000,1,90,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.2,38,26.4
23,Ekans,Poison,,35,60,44,40,54,55,288,48,8.925618559,1,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,2,6.9,1.7
24,Arbok,Poison,,60,95,69,65,79,80,448,74.66666667,11.55662388,1,Medium Fast,1000000,1,90,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,3.5,65,5.3
25,Pikachu,Electric,,35,55,40,50,50,90,320,53.33333333,17.71690969,1,Medium Fast,1000000,0,190,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.4,6,37.5
26,Raichu,Electric,,60,90,55,90,80,110,485,80.83333333,18.80085695,1,Medium Fast,1000000,1,75,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.8,30,46.9
26,Alolan Raichu,Electric,Psychic,60,85,50,95,85,110,485,80.83333333,20.29299277,7,Medium Fast,1000000,1,75,0,0,1,0,1,1,1,0.5,1,1,0.5,1,2,0.5,0.5,2,1,2,1,2,0.5,1,0.7,21,42.9
27,Sandshrew,Ground,,50,75,85,20,30,40,300,50,23.27373341,1,Medium Fast,1000000,0,255,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.6,12,33.3
27,Alolan Sandshrew,Ice,Steel,50,75,90,10,35,40,300,50,26.2995564,7,Medium Fast,1000000,0,255,0,0,1,0,0.5,4,1,1,0.5,0.25,4,0,2,0.5,0.5,0.5,1,1,0.5,1,1,0.5,0.7,40,81.6
28,Sandslash,Ground,,75,100,110,45,55,65,450,75,23.27373341,1,Medium Fast,1000000,1,90,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,29.5,29.5
28,Alolan Sandslash,Ice,Steel,75,100,120,25,65,65,450,75,29.86078811,7,Medium Fast,1000000,1,90,0,0,1,0,0.5,4,1,1,0.5,0.25,4,0,2,0.5,0.5,0.5,1,1,0.5,1,1,0.5,1.2,55,38.2
29,Nidoran♀,Poison,,55,47,52,40,40,41,275,45.83333333,5.983774357,1,Medium Slow,1059860,0,235,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.4,7,43.8
30,Nidorina,Poison,,70,62,67,55,55,56,365,60.83333333,5.983774357,1,Medium Slow,1059860,0,120,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.8,20,31.3
31,Nidoqueen,Poison,Ground,90,92,87,75,85,76,505,84.16666667,6.517071599,1,Medium Slow,1059860,1,45,0,0,0,0,1,1,2,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,0.5,1.3,60,35.5
32,Nidoran♂,Poison,,46,57,40,40,40,50,273,45.5,6.370504951,1,Medium Slow,1059860,0,235,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.5,9,36
33,Nidorino,Poison,,61,72,57,55,55,65,365,60.83333333,6.121455891,1,Medium Slow,1059860,0,120,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.9,19.5,24.1
34,Nidoking,Poison,Ground,81,102,77,85,75,85,505,84.16666667,8.801830618,1,Medium Slow,1059860,1,45,0,0,0,0,1,1,2,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,0.5,1.4,62,31.6
35,Clefairy,Fairy,,70,45,48,60,65,35,323,53.83333333,12.18491782,1,Fast,800000,0,150,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.6,7.5,20.8
36,Clefable,Fairy,,95,70,73,95,90,60,483,80.5,13.52466882,1,Fast,800000,1,25,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,1.3,40,23.7
37,Vulpix,Fire,,38,41,40,50,65,65,299,49.83333333,11.36392929,1,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.6,9.9,27.5
37,Alolan Vulpix,Ice,,38,41,40,50,65,65,299,49.83333333,11.36392929,7,Medium Fast,1000000,0,190,0,0,1,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.6,9.9,27.5
38,Ninetales,Fire,,73,76,75,81,100,100,505,84.16666667,11.45158892,1,Medium Fast,1000000,1,75,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.1,19.9,16.4
38,Alolan Ninetales,Ice,Fairy,73,67,75,81,100,109,505,84.16666667,15.17032923,7,Medium Fast,1000000,1,75,0,0,1,0,1,2,1,1,1,0.5,1,2,1,1,1,0.5,2,1,0,0.5,4,1,1.1,19.9,16.4
39,Jigglypuff,Normal,Fairy,115,45,20,45,25,20,270,45,33.04037934,1,Fast,800000,0,170,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,0.5,5.5,22
40,Wigglytuff,Normal,Fairy,140,70,45,85,50,45,435,72.5,33.50994877,1,Fast,800000,1,50,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,1,12,12
41,Zubat,Poison,Flying,40,45,35,30,40,55,245,40.83333333,7.861650943,1,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5,0.8,7.5,11.7
42,Golbat,Poison,Flying,75,80,70,65,75,90,455,75.83333333,7.861650943,1,Medium Fast,1000000,0,90,0,0,0,0,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5,1.6,55,21.5
43,Oddish,Grass,Poison,45,50,55,75,65,30,320,53.33333333,14.33720878,1,Medium Slow,1059860,0,255,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.5,5.4,21.6
44,Gloom,Grass,Poison,60,65,70,85,75,40,395,65.83333333,13.96921218,1,Medium Slow,1059860,0,120,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.8,8.6,13.4
45,Vileplume,Grass,Poison,75,80,85,110,90,50,490,81.66666667,17.95054936,1,Medium Slow,1059860,1,45,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,1.2,18.6,12.9
46,Paras,Bug,Grass,35,70,55,45,55,25,285,47.5,14.64866319,1,Medium Fast,1000000,0,190,0,0,0,0,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.3,5.4,60
47,Parasect,Bug,Grass,60,95,80,60,80,30,405,67.5,20.76655966,1,Medium Fast,1000000,1,75,0,0,0,0,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,1,29.5,29.5
48,Venonat,Bug,Poison,60,55,50,40,55,45,305,50.83333333,6.718548124,1,Medium Fast,1000000,0,190,0,0,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1,30,30
49,Venomoth,Bug,Poison,70,65,60,90,75,90,450,75,11.54700538,1,Medium Fast,1000000,1,75,0,0,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.5,12.5,5.6
50,Diglett,Ground,,10,55,25,35,45,95,265,44.16666667,26.83540365,1,Medium Fast,1000000,0,255,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.2,0.8,20
50,Alolan Diglett,Ground,Steel,10,55,30,35,45,90,265,44.16666667,24.73470347,7,Medium Fast,1000000,0,255,0,0,1,0,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.2,1,25
51,Dugtrio,Ground,,35,100,50,50,70,120,425,70.83333333,30.05781466,1,Medium Fast,1000000,1,50,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.7,33.3,68
51,Alolan Dugtrio,Ground,Steel,35,100,60,50,70,110,425,70.83333333,26.52305077,7,Medium Fast,1000000,1,50,0,0,1,0,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.7,66.6,135.9
52,Meowth,Normal,,40,45,35,40,40,90,290,48.33333333,18.85618083,1,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,4.2,26.3
52,Alolan Meowth,Dark,,40,35,35,50,40,90,290,48.33333333,19.2930615,7,Medium Fast,1000000,0,255,0,0,1,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.4,4.2,26.3
52,Galarian Meowth,Steel,,50,65,55,40,40,40,290,48.33333333,9.428090416,8,Medium Fast,1000000,0,255,0,0,0,1,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.4,7.5,46.9
53,Persian,Normal,,65,70,60,65,65,115,440,73.33333333,18.85618083,1,Medium Fast,1000000,1,90,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,32,32
53,Alolan Persian,Dark,,65,60,60,75,65,115,440,73.33333333,19.2930615,7,Medium Fast,1000000,1,90,0,0,1,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.1,33,27.3
54,Psyduck,Water,,50,52,48,65,50,55,320,53.33333333,5.647024782,1,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.8,19.6,30.6
55,Golduck,Water,,80,82,78,95,80,85,500,83.33333333,5.647024782,1,Medium Fast,1000000,1,75,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.7,76.6,26.5
56,Mankey,Fighting,,40,80,35,35,45,70,305,50.83333333,17.65801675,1,Medium Fast,1000000,0,190,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.5,28,112
57,Primeape,Fighting,,65,105,60,60,70,95,455,75.83333333,17.65801675,1,Medium Fast,1000000,1,75,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1,32,32
58,Growlithe,Fire,,55,70,45,70,50,60,350,58.33333333,9.428090416,1,Slow,1250000,0,190,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,19,38.8
59,Arcanine,Fire,,90,110,80,100,80,95,555,92.5,10.70436048,1,Slow,1250000,1,75,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.9,155,42.9
60,Poliwag,Water,,40,50,40,40,40,90,300,50,18.25741858,1,Medium Slow,1059860,0,255,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,12.4,34.4
61,Poliwhirl,Water,,65,65,65,50,50,90,385,64.16666667,13.35934962,1,Medium Slow,1059860,0,120,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,20,20
62,Poliwrath,Water,Fighting,90,95,95,70,90,70,510,85,10.8012345,1,Medium Slow,1059860,1,45,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,1.3,54,32
63,Abra,Psychic,,25,20,15,105,55,90,310,51.66666667,35.0792753,1,Medium Slow,1059860,0,200,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.9,19.5,24.1
64,Kadabra,Psychic,,40,35,30,120,70,105,400,66.66666667,35.0792753,1,Medium Slow,1059860,0,100,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.3,56.5,33.4
65,Alakazam,Psychic,,55,50,45,135,95,120,500,83.33333333,35.43381938,1,Medium Slow,1059860,1,50,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.5,48,21.3
65,Mega Alakazam,Psychic,,55,50,65,175,95,150,590,98.33333333,48.10289897,6,Medium Slow,1059860,1,50,0,1,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.2,48,33.3
66,Machop,Fighting,,70,80,50,35,35,35,305,50.83333333,18.12380264,1,Medium Slow,1059860,0,180,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.8,19.5,30.5
67,Machoke,Fighting,,80,100,70,50,60,45,405,67.5,18.6525244,1,Medium Slow,1059860,0,90,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.5,70.5,31.3
68,Machamp,Fighting,,90,130,80,65,85,55,505,84.16666667,23.70243776,1,Medium Slow,1059860,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.6,130,50.8
69,Bellsprout,Grass,Poison,50,75,35,70,30,40,300,50,17.07825128,1,Medium Slow,1059860,0,255,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.7,4,8.2
70,Weepinbell,Grass,Poison,65,90,50,85,45,55,390,65,17.07825128,1,Medium Slow,1059860,0,120,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,1,6.4,6.4
71,Victreebel,Grass,Poison,80,105,65,100,70,70,490,81.66666667,15.45603083,1,Medium Slow,1059860,1,45,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,1.7,15.5,5.4
72,Tentacool,Water,Poison,40,40,35,50,100,70,335,55.83333333,22.80655364,1,Slow,1250000,0,190,0,0,0,0,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0.9,45.5,56.2
73,Tentacruel,Water,Poison,80,70,65,80,120,100,515,85.83333333,18.80085695,1,Slow,1250000,1,60,0,0,0,0,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,1.6,55,21.5
74,Geodude,Rock,Ground,40,80,100,30,30,20,300,50,29.43920289,1,Medium Slow,1059860,0,255,0,0,0,0,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0.4,20,125
74,Alolan Geodude,Rock,Electric,40,80,100,30,30,20,300,50,29.43920289,7,Medium Slow,1059860,0,255,0,0,1,0,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,0.4,20.3,126.9
75,Graveler,Rock,Ground,55,95,115,45,45,35,390,65,29.43920289,1,Medium Slow,1059860,0,120,0,0,0,0,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,1,105,105
75,Alolan Graveler,Rock,Electric,55,95,115,45,45,35,390,65,29.43920289,7,Medium Slow,1059860,0,120,0,0,1,0,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,1,110,110
76,Golem,Rock,Ground,80,120,130,55,65,45,495,82.5,31.98306844,1,Medium Slow,1059860,1,45,0,0,0,0,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,1.4,300,153.1
76,Alolan Golem,Rock,Electric,80,120,130,55,65,45,495,82.5,31.98306844,7,Medium Slow,1059860,1,45,0,0,1,0,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,1.7,316,109.3
77,Ponyta,Fire,,50,85,55,65,65,90,410,68.33333333,14.62494065,1,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1,30,30
77,Galarian Ponyta,Psychic,,50,85,55,65,65,90,410,68.33333333,14.62494065,8,Medium Fast,1000000,0,190,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.8,24,37.5
78,Rapidash,Fire,,65,100,70,80,80,105,500,83.33333333,14.62494065,1,Medium Fast,1000000,1,60,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.7,95,32.9
78,Galarian Rapidash,Psychic,Fairy,65,100,70,80,80,105,500,83.33333333,14.62494065,8,Medium Fast,1000000,1,60,0,0,0,1,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,1.7,80,27.7
79,Slowpoke,Water,Psychic,90,65,65,40,40,15,315,52.5,23.93567769,1,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,1.2,36,25
79,Galarian Slowpoke,Psychic,,90,65,65,40,40,15,315,52.5,23.93567769,8,Medium Fast,1000000,0,190,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.2,36,25
80,Slowbro,Water,Psychic,95,75,110,100,80,30,490,81.66666667,25.92724864,1,Medium Fast,1000000,1,75,0,0,0,0,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,1.6,78.5,30.7
80,Mega Slowbro,Water,Psychic,95,75,180,130,80,30,590,98.33333333,46.96334268,6,Medium Fast,1000000,1,75,0,1,0,0,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,2,120,30
80,Galarian Slowbro,Poison,Psychic,95,100,95,100,70,30,490,81.66666667,25.27625148,8,Medium Fast,1000000,1,75,0,0,0,1,1,1,1,1,0.5,1,0.25,0.5,2,1,1,1,1,2,1,2,1,0.5,1.6,70.5,27.5
81,Magnemite,Electric,Steel,25,35,70,95,55,45,325,54.16666667,23.16906462,1,Medium Fast,1000000,0,190,0,0,0,0,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.3,6,66.7
82,Magneton,Electric,Steel,50,60,95,120,70,70,465,77.5,23.40761984,1,Medium Fast,1000000,0,60,0,0,0,0,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,1,60,60
83,Farfetch'd,Normal,Flying,52,90,55,58,62,60,377,62.83333333,12.57532858,1,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.8,15,23.4
83,Galarian Farfetch'd,Fighting,,52,95,55,58,62,55,377,62.83333333,14.71299501,8,Medium Fast,1000000,0,45,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.8,42,65.6
84,Doduo,Normal,Flying,35,85,45,35,35,75,310,51.66666667,20.54804668,1,Medium Fast,1000000,0,190,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.4,39.2,20
85,Dodrio,Normal,Flying,60,110,70,60,60,110,470,78.33333333,22.66911751,1,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.8,85.2,26.3
86,Seel,Water,,65,45,55,45,70,45,325,54.16666667,10.17212968,1,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.1,90,74.4
87,Dewgong,Water,Ice,90,70,80,70,95,70,475,79.16666667,10.17212968,1,Medium Fast,1000000,1,75,0,0,0,0,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,1.7,120,41.5
88,Grimer,Poison,,80,80,50,40,50,25,325,54.16666667,20.08661799,1,Medium Fast,1000000,0,190,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.9,30,37
